Date,Product Name,Product Category,Units Sold,Unit Price,Total Revenue,Region,Transaction ID
2026-03-11,Nehru Jacket,Ethnic & Occasion,2,1499,2998,Kolkata,T20260311-KOL
2026-03-11,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Kolkata,T20260311-KOL
2026-03-11,Oversized Cotton Tee,Men · Topwear,5,349,1745,Ahmedabad,T20260311-AHM
2026-03-11,Linen Blend Casual Shirt,Men · Topwear,6,999,5994,Ahmedabad,T20260311-AHM
2026-03-11,Pique Polo T-Shirt,Men · Topwear,4,599,2396,Ahmedabad,T20260311-AHM
2026-03-11,Slim Fit Chinos,Men · Bottomwear,2,1199,2398,Ahmedabad,T20260311-AHM
2026-03-11,Cargo Joggers,Men · Bottomwear,1,899,899,Ahmedabad,T20260311-AHM
2026-03-11,Rayon Crop Top,Women · Topwear,4,399,1596,Ahmedabad,T20260311-AHM
2026-03-11,Printed A-Line Kurti,Women · Topwear,13,799,10387,Ahmedabad,T20260311-AHM
2026-03-11,Ribbed Knit Top,Women · Topwear,2,549,1098,Ahmedabad,T20260311-AHM
2026-03-11,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Ahmedabad,T20260311-AHM
2026-03-11,High-Rise Skinny Jeans,Women · Bottomwear,6,1399,8394,Ahmedabad,T20260311-AHM
2026-03-11,Flowy Palazzo Pants,Women · Bottomwear,3,699,2097,Ahmedabad,T20260311-AHM
2026-03-11,Pleated Midi Skirt,Women · Bottomwear,3,899,2697,Ahmedabad,T20260311-AHM
2026-03-11,Denim Jacket,Outerwear,1,1799,1799,Ahmedabad,T20260311-AHM
2026-03-11,Anarkali Kurta Set,Ethnic & Occasion,7,1999,13993,Ahmedabad,T20260311-AHM
2026-03-11,Cotton Handloom Saree,Ethnic & Occasion,6,1599,9594,Ahmedabad,T20260311-AHM
2026-03-11,Embroidered Sherwani,Ethnic & Occasion,3,3499,10497,Ahmedabad,T20260311-AHM
2026-03-12,Oversized Cotton Tee,Men · Topwear,10,349,3490,Bengaluru,T20260312-BEN
2026-03-12,Linen Blend Casual Shirt,Men · Topwear,8,999,7992,Bengaluru,T20260312-BEN
2026-03-12,Zip-Up Hoodie,Men · Topwear,4,1299,5196,Bengaluru,T20260312-BEN
2026-03-12,Pique Polo T-Shirt,Men · Topwear,3,599,1797,Bengaluru,T20260312-BEN
2026-03-12,Slim Fit Chinos,Men · Bottomwear,8,1199,9592,Bengaluru,T20260312-BEN
2026-03-12,Straight Fit Denim Jeans,Men · Bottomwear,3,1499,4497,Bengaluru,T20260312-BEN
2026-03-12,Cargo Joggers,Men · Bottomwear,7,899,6293,Bengaluru,T20260312-BEN
2026-03-12,Rayon Crop Top,Women · Topwear,10,399,3990,Bengaluru,T20260312-BEN
2026-03-12,Printed A-Line Kurti,Women · Topwear,16,799,12784,Bengaluru,T20260312-BEN
2026-03-12,Ribbed Knit Top,Women · Topwear,2,549,1098,Bengaluru,T20260312-BEN
2026-03-12,Oversized Sweatshirt,Women · Topwear,4,1099,4396,Bengaluru,T20260312-BEN
2026-03-12,High-Rise Skinny Jeans,Women · Bottomwear,6,1399,8394,Bengaluru,T20260312-BEN
2026-03-12,Flowy Palazzo Pants,Women · Bottomwear,9,699,6291,Bengaluru,T20260312-BEN
2026-03-12,Pleated Midi Skirt,Women · Bottomwear,9,899,8091,Bengaluru,T20260312-BEN
2026-03-12,Anarkali Kurta Set,Ethnic & Occasion,3,1999,5997,Bengaluru,T20260312-BEN
2026-03-12,Cotton Handloom Saree,Ethnic & Occasion,6,1599,9594,Bengaluru,T20260312-BEN
2026-03-12,Nehru Jacket,Ethnic & Occasion,4,1499,5996,Bengaluru,T20260312-BEN
2026-03-12,Embroidered Sherwani,Ethnic & Occasion,6,3499,20994,Bengaluru,T20260312-BEN
2026-03-12,Oversized Cotton Tee,Men · Topwear,13,349,4537,Mumbai,T20260312-MUM
2026-03-12,Linen Blend Casual Shirt,Men · Topwear,6,999,5994,Mumbai,T20260312-MUM
2026-03-12,Zip-Up Hoodie,Men · Topwear,2,1299,2598,Mumbai,T20260312-MUM
2026-03-12,Pique Polo T-Shirt,Men · Topwear,6,599,3594,Mumbai,T20260312-MUM
2026-03-12,Slim Fit Chinos,Men · Bottomwear,6,1199,7194,Mumbai,T20260312-MUM
2026-03-12,Straight Fit Denim Jeans,Men · Bottomwear,8,1499,11992,Mumbai,T20260312-MUM
2026-03-12,Cargo Joggers,Men · Bottomwear,6,899,5394,Mumbai,T20260312-MUM
2026-03-12,Rayon Crop Top,Women · Topwear,14,399,5586,Mumbai,T20260312-MUM
2026-03-12,Printed A-Line Kurti,Women · Topwear,10,799,7990,Mumbai,T20260312-MUM
2026-03-12,Ribbed Knit Top,Women · Topwear,2,549,1098,Mumbai,T20260312-MUM
2026-03-12,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Mumbai,T20260312-MUM
2026-03-12,High-Rise Skinny Jeans,Women · Bottomwear,5,1399,6995,Mumbai,T20260312-MUM
2026-03-12,Flowy Palazzo Pants,Women · Bottomwear,11,699,7689,Mumbai,T20260312-MUM
2026-03-12,Pleated Midi Skirt,Women · Bottomwear,6,899,5394,Mumbai,T20260312-MUM
2026-03-12,Puffer Jacket,Outerwear,1,2499,2499,Mumbai,T20260312-MUM
2026-03-12,Denim Jacket,Outerwear,2,1799,3598,Mumbai,T20260312-MUM
2026-03-12,Anarkali Kurta Set,Ethnic & Occasion,8,1999,15992,Mumbai,T20260312-MUM
2026-03-12,Cotton Handloom Saree,Ethnic & Occasion,5,1599,7995,Mumbai,T20260312-MUM
2026-03-12,Nehru Jacket,Ethnic & Occasion,4,1499,5996,Mumbai,T20260312-MUM
2026-03-12,Embroidered Sherwani,Ethnic & Occasion,3,3499,10497,Mumbai,T20260312-MUM
2026-03-12,Oversized Cotton Tee,Men · Topwear,10,349,3490,Delhi,T20260312-DEL
2026-03-12,Linen Blend Casual Shirt,Men · Topwear,12,999,11988,Delhi,T20260312-DEL
2026-03-12,Zip-Up Hoodie,Men · Topwear,2,1299,2598,Delhi,T20260312-DEL
2026-03-12,Pique Polo T-Shirt,Men · Topwear,5,599,2995,Delhi,T20260312-DEL
2026-03-12,Slim Fit Chinos,Men · Bottomwear,4,1199,4796,Delhi,T20260312-DEL
2026-03-12,Straight Fit Denim Jeans,Men · Bottomwear,7,1499,10493,Delhi,T20260312-DEL
2026-03-12,Cargo Joggers,Men · Bottomwear,1,899,899,Delhi,T20260312-DEL
2026-03-12,Rayon Crop Top,Women · Topwear,10,399,3990,Delhi,T20260312-DEL
2026-03-12,Printed A-Line Kurti,Women · Topwear,20,799,15980,Delhi,T20260312-DEL
2026-03-12,Ribbed Knit Top,Women · Topwear,7,549,3843,Delhi,T20260312-DEL
2026-03-12,Oversized Sweatshirt,Women · Topwear,3,1099,3297,Delhi,T20260312-DEL
2026-03-12,High-Rise Skinny Jeans,Women · Bottomwear,9,1399,12591,Delhi,T20260312-DEL
2026-03-12,Flowy Palazzo Pants,Women · Bottomwear,5,699,3495,Delhi,T20260312-DEL
2026-03-12,Pleated Midi Skirt,Women · Bottomwear,4,899,3596,Delhi,T20260312-DEL
2026-03-12,Puffer Jacket,Outerwear,1,2499,2499,Delhi,T20260312-DEL
2026-03-12,Denim Jacket,Outerwear,4,1799,7196,Delhi,T20260312-DEL
2026-03-12,Anarkali Kurta Set,Ethnic & Occasion,2,1999,3998,Delhi,T20260312-DEL
2026-03-12,Cotton Handloom Saree,Ethnic & Occasion,9,1599,14391,Delhi,T20260312-DEL
2026-03-12,Nehru Jacket,Ethnic & Occasion,3,1499,4497,Delhi,T20260312-DEL
2026-03-12,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Delhi,T20260312-DEL
2026-03-12,Oversized Cotton Tee,Men · Topwear,8,349,2792,Hyderabad,T20260312-HYD
2026-03-12,Linen Blend Casual Shirt,Men · Topwear,14,999,13986,Hyderabad,T20260312-HYD
2026-03-12,Pique Polo T-Shirt,Men · Topwear,12,599,7188,Hyderabad,T20260312-HYD
2026-03-12,Slim Fit Chinos,Men · Bottomwear,4,1199,4796,Hyderabad,T20260312-HYD
2026-03-12,Straight Fit Denim Jeans,Men · Bottomwear,4,1499,5996,Hyderabad,T20260312-HYD
2026-03-12,Cargo Joggers,Men · Bottomwear,1,899,899,Hyderabad,T20260312-HYD
2026-03-12,Rayon Crop Top,Women · Topwear,11,399,4389,Hyderabad,T20260312-HYD
2026-03-12,Printed A-Line Kurti,Women · Topwear,10,799,7990,Hyderabad,T20260312-HYD
2026-03-12,Ribbed Knit Top,Women · Topwear,3,549,1647,Hyderabad,T20260312-HYD
2026-03-12,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Hyderabad,T20260312-HYD
2026-03-12,High-Rise Skinny Jeans,Women · Bottomwear,2,1399,2798,Hyderabad,T20260312-HYD
2026-03-12,Flowy Palazzo Pants,Women · Bottomwear,9,699,6291,Hyderabad,T20260312-HYD
2026-03-12,Pleated Midi Skirt,Women · Bottomwear,7,899,6293,Hyderabad,T20260312-HYD
2026-03-12,Denim Jacket,Outerwear,1,1799,1799,Hyderabad,T20260312-HYD
2026-03-12,Anarkali Kurta Set,Ethnic & Occasion,4,1999,7996,Hyderabad,T20260312-HYD
2026-03-12,Cotton Handloom Saree,Ethnic & Occasion,7,1599,11193,Hyderabad,T20260312-HYD
2026-03-12,Nehru Jacket,Ethnic & Occasion,2,1499,2998,Hyderabad,T20260312-HYD
2026-03-12,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Hyderabad,T20260312-HYD
2026-03-12,Oversized Cotton Tee,Men · Topwear,8,349,2792,Chennai,T20260312-CHE
2026-03-12,Linen Blend Casual Shirt,Men · Topwear,6,999,5994,Chennai,T20260312-CHE
2026-03-12,Zip-Up Hoodie,Men · Topwear,2,1299,2598,Chennai,T20260312-CHE
2026-03-12,Pique Polo T-Shirt,Men · Topwear,7,599,4193,Chennai,T20260312-CHE
2026-03-12,Slim Fit Chinos,Men · Bottomwear,3,1199,3597,Chennai,T20260312-CHE
2026-03-12,Straight Fit Denim Jeans,Men · Bottomwear,3,1499,4497,Chennai,T20260312-CHE
2026-03-12,Cargo Joggers,Men · Bottomwear,5,899,4495,Chennai,T20260312-CHE
2026-03-12,Rayon Crop Top,Women · Topwear,9,399,3591,Chennai,T20260312-CHE
2026-03-12,Printed A-Line Kurti,Women · Topwear,8,799,6392,Chennai,T20260312-CHE
2026-03-12,Ribbed Knit Top,Women · Topwear,3,549,1647,Chennai,T20260312-CHE
2026-03-12,Oversized Sweatshirt,Women · Topwear,2,1099,2198,Chennai,T20260312-CHE
2026-03-12,High-Rise Skinny Jeans,Women · Bottomwear,2,1399,2798,Chennai,T20260312-CHE
2026-03-12,Flowy Palazzo Pants,Women · Bottomwear,4,699,2796,Chennai,T20260312-CHE
2026-03-12,Anarkali Kurta Set,Ethnic & Occasion,1,1999,1999,Chennai,T20260312-CHE
2026-03-12,Cotton Handloom Saree,Ethnic & Occasion,6,1599,9594,Chennai,T20260312-CHE
2026-03-12,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Chennai,T20260312-CHE
2026-03-12,Oversized Cotton Tee,Men · Topwear,8,349,2792,Pune,T20260312-PUN
2026-03-12,Linen Blend Casual Shirt,Men · Topwear,13,999,12987,Pune,T20260312-PUN
2026-03-12,Pique Polo T-Shirt,Men · Topwear,6,599,3594,Pune,T20260312-PUN
2026-03-12,Slim Fit Chinos,Men · Bottomwear,3,1199,3597,Pune,T20260312-PUN
2026-03-12,Straight Fit Denim Jeans,Men · Bottomwear,7,1499,10493,Pune,T20260312-PUN
2026-03-12,Cargo Joggers,Men · Bottomwear,1,899,899,Pune,T20260312-PUN
2026-03-12,Rayon Crop Top,Women · Topwear,9,399,3591,Pune,T20260312-PUN
2026-03-12,Printed A-Line Kurti,Women · Topwear,12,799,9588,Pune,T20260312-PUN
2026-03-12,Ribbed Knit Top,Women · Topwear,3,549,1647,Pune,T20260312-PUN
2026-03-12,High-Rise Skinny Jeans,Women · Bottomwear,3,1399,4197,Pune,T20260312-PUN
2026-03-12,Flowy Palazzo Pants,Women · Bottomwear,8,699,5592,Pune,T20260312-PUN
2026-03-12,Pleated Midi Skirt,Women · Bottomwear,2,899,1798,Pune,T20260312-PUN
2026-03-12,Anarkali Kurta Set,Ethnic & Occasion,6,1999,11994,Pune,T20260312-PUN
2026-03-12,Cotton Handloom Saree,Ethnic & Occasion,5,1599,7995,Pune,T20260312-PUN
2026-03-12,Embroidered Sherwani,Ethnic & Occasion,2,3499,6998,Pune,T20260312-PUN
2026-03-12,Oversized Cotton Tee,Men · Topwear,5,349,1745,Kolkata,T20260312-KOL
2026-03-12,Linen Blend Casual Shirt,Men · Topwear,10,999,9990,Kolkata,T20260312-KOL
2026-03-12,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Kolkata,T20260312-KOL
2026-03-12,Pique Polo T-Shirt,Men · Topwear,8,599,4792,Kolkata,T20260312-KOL
2026-03-12,Slim Fit Chinos,Men · Bottomwear,5,1199,5995,Kolkata,T20260312-KOL
2026-03-12,Straight Fit Denim Jeans,Men · Bottomwear,3,1499,4497,Kolkata,T20260312-KOL
2026-03-12,Cargo Joggers,Men · Bottomwear,4,899,3596,Kolkata,T20260312-KOL
2026-03-12,Rayon Crop Top,Women · Topwear,4,399,1596,Kolkata,T20260312-KOL
2026-03-12,Printed A-Line Kurti,Women · Topwear,15,799,11985,Kolkata,T20260312-KOL
2026-03-12,Ribbed Knit Top,Women · Topwear,3,549,1647,Kolkata,T20260312-KOL
2026-03-12,High-Rise Skinny Jeans,Women · Bottomwear,4,1399,5596,Kolkata,T20260312-KOL
2026-03-12,Flowy Palazzo Pants,Women · Bottomwear,3,699,2097,Kolkata,T20260312-KOL
2026-03-12,Pleated Midi Skirt,Women · Bottomwear,3,899,2697,Kolkata,T20260312-KOL
2026-03-12,Denim Jacket,Outerwear,1,1799,1799,Kolkata,T20260312-KOL
2026-03-12,Anarkali Kurta Set,Ethnic & Occasion,5,1999,9995,Kolkata,T20260312-KOL
2026-03-12,Cotton Handloom Saree,Ethnic & Occasion,4,1599,6396,Kolkata,T20260312-KOL
2026-03-12,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Kolkata,T20260312-KOL
2026-03-12,Embroidered Sherwani,Ethnic & Occasion,2,3499,6998,Kolkata,T20260312-KOL
2026-03-12,Oversized Cotton Tee,Men · Topwear,2,349,698,Ahmedabad,T20260312-AHM
2026-03-12,Linen Blend Casual Shirt,Men · Topwear,5,999,4995,Ahmedabad,T20260312-AHM
2026-03-12,Pique Polo T-Shirt,Men · Topwear,7,599,4193,Ahmedabad,T20260312-AHM
2026-03-12,Slim Fit Chinos,Men · Bottomwear,5,1199,5995,Ahmedabad,T20260312-AHM
2026-03-12,Straight Fit Denim Jeans,Men · Bottomwear,3,1499,4497,Ahmedabad,T20260312-AHM
2026-03-12,Cargo Joggers,Men · Bottomwear,3,899,2697,Ahmedabad,T20260312-AHM
2026-03-12,Rayon Crop Top,Women · Topwear,5,399,1995,Ahmedabad,T20260312-AHM
2026-03-12,Printed A-Line Kurti,Women · Topwear,11,799,8789,Ahmedabad,T20260312-AHM
2026-03-12,Ribbed Knit Top,Women · Topwear,1,549,549,Ahmedabad,T20260312-AHM
2026-03-12,High-Rise Skinny Jeans,Women · Bottomwear,5,1399,6995,Ahmedabad,T20260312-AHM
2026-03-12,Flowy Palazzo Pants,Women · Bottomwear,7,699,4893,Ahmedabad,T20260312-AHM
2026-03-12,Pleated Midi Skirt,Women · Bottomwear,3,899,2697,Ahmedabad,T20260312-AHM
2026-03-12,Denim Jacket,Outerwear,1,1799,1799,Ahmedabad,T20260312-AHM
2026-03-12,Anarkali Kurta Set,Ethnic & Occasion,3,1999,5997,Ahmedabad,T20260312-AHM
2026-03-12,Cotton Handloom Saree,Ethnic & Occasion,10,1599,15990,Ahmedabad,T20260312-AHM
2026-03-12,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Ahmedabad,T20260312-AHM
2026-03-12,Embroidered Sherwani,Ethnic & Occasion,3,3499,10497,Ahmedabad,T20260312-AHM
2026-03-13,Oversized Cotton Tee,Men · Topwear,4,349,1396,Bengaluru,T20260313-BEN
2026-03-13,Linen Blend Casual Shirt,Men · Topwear,4,999,3996,Bengaluru,T20260313-BEN
2026-03-13,Zip-Up Hoodie,Men · Topwear,4,1299,5196,Bengaluru,T20260313-BEN
2026-03-13,Pique Polo T-Shirt,Men · Topwear,4,599,2396,Bengaluru,T20260313-BEN
2026-03-13,Slim Fit Chinos,Men · Bottomwear,5,1199,5995,Bengaluru,T20260313-BEN
2026-03-13,Straight Fit Denim Jeans,Men · Bottomwear,7,1499,10493,Bengaluru,T20260313-BEN
2026-03-13,Cargo Joggers,Men · Bottomwear,2,899,1798,Bengaluru,T20260313-BEN
2026-03-13,Rayon Crop Top,Women · Topwear,11,399,4389,Bengaluru,T20260313-BEN
2026-03-13,Printed A-Line Kurti,Women · Topwear,7,799,5593,Bengaluru,T20260313-BEN
2026-03-13,Ribbed Knit Top,Women · Topwear,5,549,2745,Bengaluru,T20260313-BEN
2026-03-13,Oversized Sweatshirt,Women · Topwear,3,1099,3297,Bengaluru,T20260313-BEN
2026-03-13,High-Rise Skinny Jeans,Women · Bottomwear,5,1399,6995,Bengaluru,T20260313-BEN
2026-03-13,Flowy Palazzo Pants,Women · Bottomwear,12,699,8388,Bengaluru,T20260313-BEN
2026-03-13,Pleated Midi Skirt,Women · Bottomwear,5,899,4495,Bengaluru,T20260313-BEN
2026-03-13,Denim Jacket,Outerwear,1,1799,1799,Bengaluru,T20260313-BEN
2026-03-13,Anarkali Kurta Set,Ethnic & Occasion,7,1999,13993,Bengaluru,T20260313-BEN
2026-03-13,Cotton Handloom Saree,Ethnic & Occasion,12,1599,19188,Bengaluru,T20260313-BEN
2026-03-13,Nehru Jacket,Ethnic & Occasion,7,1499,10493,Bengaluru,T20260313-BEN
2026-03-13,Oversized Cotton Tee,Men · Topwear,10,349,3490,Mumbai,T20260313-MUM
2026-03-13,Linen Blend Casual Shirt,Men · Topwear,8,999,7992,Mumbai,T20260313-MUM
2026-03-13,Zip-Up Hoodie,Men · Topwear,6,1299,7794,Mumbai,T20260313-MUM
2026-03-13,Pique Polo T-Shirt,Men · Topwear,7,599,4193,Mumbai,T20260313-MUM
2026-03-13,Slim Fit Chinos,Men · Bottomwear,8,1199,9592,Mumbai,T20260313-MUM
2026-03-13,Straight Fit Denim Jeans,Men · Bottomwear,8,1499,11992,Mumbai,T20260313-MUM
2026-03-13,Cargo Joggers,Men · Bottomwear,3,899,2697,Mumbai,T20260313-MUM
2026-03-13,Rayon Crop Top,Women · Topwear,12,399,4788,Mumbai,T20260313-MUM
2026-03-13,Printed A-Line Kurti,Women · Topwear,15,799,11985,Mumbai,T20260313-MUM
2026-03-13,Ribbed Knit Top,Women · Topwear,4,549,2196,Mumbai,T20260313-MUM
2026-03-13,Oversized Sweatshirt,Women · Topwear,3,1099,3297,Mumbai,T20260313-MUM
2026-03-13,High-Rise Skinny Jeans,Women · Bottomwear,7,1399,9793,Mumbai,T20260313-MUM
2026-03-13,Flowy Palazzo Pants,Women · Bottomwear,4,699,2796,Mumbai,T20260313-MUM
2026-03-13,Pleated Midi Skirt,Women · Bottomwear,6,899,5394,Mumbai,T20260313-MUM
2026-03-13,Puffer Jacket,Outerwear,2,2499,4998,Mumbai,T20260313-MUM
2026-03-13,Denim Jacket,Outerwear,1,1799,1799,Mumbai,T20260313-MUM
2026-03-13,Anarkali Kurta Set,Ethnic & Occasion,8,1999,15992,Mumbai,T20260313-MUM
2026-03-13,Cotton Handloom Saree,Ethnic & Occasion,3,1599,4797,Mumbai,T20260313-MUM
2026-03-13,Nehru Jacket,Ethnic & Occasion,1,1499,1499,Mumbai,T20260313-MUM
2026-03-13,Embroidered Sherwani,Ethnic & Occasion,3,3499,10497,Mumbai,T20260313-MUM
2026-03-13,Oversized Cotton Tee,Men · Topwear,12,349,4188,Delhi,T20260313-DEL
2026-03-13,Linen Blend Casual Shirt,Men · Topwear,12,999,11988,Delhi,T20260313-DEL
2026-03-13,Pique Polo T-Shirt,Men · Topwear,4,599,2396,Delhi,T20260313-DEL
2026-03-13,Slim Fit Chinos,Men · Bottomwear,8,1199,9592,Delhi,T20260313-DEL
2026-03-13,Straight Fit Denim Jeans,Men · Bottomwear,4,1499,5996,Delhi,T20260313-DEL
2026-03-13,Cargo Joggers,Men · Bottomwear,3,899,2697,Delhi,T20260313-DEL
2026-03-13,Rayon Crop Top,Women · Topwear,11,399,4389,Delhi,T20260313-DEL
2026-03-13,Printed A-Line Kurti,Women · Topwear,15,799,11985,Delhi,T20260313-DEL
2026-03-13,Ribbed Knit Top,Women · Topwear,5,549,2745,Delhi,T20260313-DEL
2026-03-13,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Delhi,T20260313-DEL
2026-03-13,High-Rise Skinny Jeans,Women · Bottomwear,6,1399,8394,Delhi,T20260313-DEL
2026-03-13,Flowy Palazzo Pants,Women · Bottomwear,8,699,5592,Delhi,T20260313-DEL
2026-03-13,Pleated Midi Skirt,Women · Bottomwear,4,899,3596,Delhi,T20260313-DEL
2026-03-13,Puffer Jacket,Outerwear,2,2499,4998,Delhi,T20260313-DEL
2026-03-13,Denim Jacket,Outerwear,1,1799,1799,Delhi,T20260313-DEL
2026-03-13,Anarkali Kurta Set,Ethnic & Occasion,7,1999,13993,Delhi,T20260313-DEL
2026-03-13,Cotton Handloom Saree,Ethnic & Occasion,5,1599,7995,Delhi,T20260313-DEL
2026-03-13,Nehru Jacket,Ethnic & Occasion,5,1499,7495,Delhi,T20260313-DEL
2026-03-13,Embroidered Sherwani,Ethnic & Occasion,3,3499,10497,Delhi,T20260313-DEL
2026-03-13,Oversized Cotton Tee,Men · Topwear,8,349,2792,Hyderabad,T20260313-HYD
2026-03-13,Linen Blend Casual Shirt,Men · Topwear,9,999,8991,Hyderabad,T20260313-HYD
2026-03-13,Pique Polo T-Shirt,Men · Topwear,9,599,5391,Hyderabad,T20260313-HYD
2026-03-13,Slim Fit Chinos,Men · Bottomwear,6,1199,7194,Hyderabad,T20260313-HYD
2026-03-13,Straight Fit Denim Jeans,Men · Bottomwear,5,1499,7495,Hyderabad,T20260313-HYD
2026-03-13,Cargo Joggers,Men · Bottomwear,2,899,1798,Hyderabad,T20260313-HYD
2026-03-13,Rayon Crop Top,Women · Topwear,7,399,2793,Hyderabad,T20260313-HYD
2026-03-13,Printed A-Line Kurti,Women · Topwear,11,799,8789,Hyderabad,T20260313-HYD
2026-03-13,Ribbed Knit Top,Women · Topwear,4,549,2196,Hyderabad,T20260313-HYD
2026-03-13,Oversized Sweatshirt,Women · Topwear,1,1099,1099,Hyderabad,T20260313-HYD
2026-03-13,High-Rise Skinny Jeans,Women · Bottomwear,2,1399,2798,Hyderabad,T20260313-HYD
2026-03-13,Flowy Palazzo Pants,Women · Bottomwear,7,699,4893,Hyderabad,T20260313-HYD
2026-03-13,Pleated Midi Skirt,Women · Bottomwear,2,899,1798,Hyderabad,T20260313-HYD
2026-03-13,Puffer Jacket,Outerwear,1,2499,2499,Hyderabad,T20260313-HYD
2026-03-13,Denim Jacket,Outerwear,1,1799,1799,Hyderabad,T20260313-HYD
2026-03-13,Anarkali Kurta Set,Ethnic & Occasion,9,1999,17991,Hyderabad,T20260313-HYD
2026-03-13,Cotton Handloom Saree,Ethnic & Occasion,4,1599,6396,Hyderabad,T20260313-HYD
2026-03-13,Nehru Jacket,Ethnic & Occasion,3,1499,4497,Hyderabad,T20260313-HYD
2026-03-13,Embroidered Sherwani,Ethnic & Occasion,1,3499,3499,Hyderabad,T20260313-HYD
2026-03-13,Oversized Cotton Tee,Men · Topwear,11,349,3839,Chennai,T20260313-CHE
2026-03-13,Linen Blend Casual Shirt,Men · Topwear,11,999,10989,Chennai,T20260313-CHE
2026-03-13,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Chennai,T20260313-CHE
2026-03-13,Pique Polo T-Shirt,Men · Topwear,3,599,1797,Chennai,T20260313-CHE
2026-03-13,Slim Fit Chinos,Men · Bottomwear,5,1199,5995,Chennai,T20260313-CHE
2026-03-13,Straight Fit Denim Jeans,Men · Bottomwear,6,1499,8994,Chennai,T20260313-CHE
2026-03-13,Cargo Joggers,Men · Bottomwear,2,899,1798,Chennai,T20260313-CHE
2026-03-13,Rayon Crop Top,Women · Topwear,8,399,3192,Chennai,T20260313-CHE
2026-03-13,Printed A-Line Kurti,Women · Topwear,7,799,5593,Chennai,T20260313-CHE
2026-03-13,Ribbed Knit Top,Women · Topwear,2,549,1098,Chennai,T20260313-CHE
2026-03-13,Oversized Sweatshirt,Women · Topwear,2,1099,2198,Chennai,T20260313-CHE
2026-03-13,High-Rise Skinny Jeans,Women · Bottomwear,6,1399,8394,Chennai,T20260313-CHE
2026-03-13,Flowy Palazzo Pants,Women · Bottomwear,5,699,3495,Chennai,T20260313-CHE
2026-03-13,Pleated Midi Skirt,Women · Bottomwear,8,899,7192,Chennai,T20260313-CHE
2026-03-13,Anarkali Kurta Set,Ethnic & Occasion,8,1999,15992,Chennai,T20260313-CHE
2026-03-13,Cotton Handloom Saree,Ethnic & Occasion,12,1599,19188,Chennai,T20260313-CHE
2026-03-13,Nehru Jacket,Ethnic & Occasion,2,1499,2998,Chennai,T20260313-CHE
2026-03-13,Oversized Cotton Tee,Men · Topwear,9,349,3141,Pune,T20260313-PUN
2026-03-13,Linen Blend Casual Shirt,Men · Topwear,6,999,5994,Pune,T20260313-PUN
2026-03-13,Zip-Up Hoodie,Men · Topwear,1,1299,1299,Pune,T20260313-PUN
2026-03-13,Pique Polo T-Shirt,Men · Topwear,6,599,3594,Pune,T20260313-PUN
2026-03-13,Slim Fit Chinos,Men · Bottomwear,1,1199,1199,Pune,T20260313-PUN
2026-03-13,Straight Fit Denim Jeans,Men · Bottomwear,6,1499,8994,Pune,T20260313-PUN
2026-03-13,Cargo Joggers,Men · Bottomwear,3,899,2697,Pune,T20260313-PUN
2026-03-13,Rayon Crop Top,Women · Topwear,7,399,2793,Pune,T20260313-PUN
2026-03-13,Printed A-Line Kurti,Women · Topwear,12,799,9588,Pune,T20260313-PUN
2026-03-13,Ribbed Knit Top,Women · Topwear,5,549,2745,Pune,T20260313-PUN
2026-03-13,High-Rise Skinny Jeans,Women · Bottomwear,2,1399,2798,Pune,T20260313-PUN
2026-03-13,Flowy Palazzo Pants,Women · Bottomwear,4,699,2796,Pune,T20260313-PUN
2026-03-13,Pleated Midi Skirt,Women · Bottomwear,3,899,2697,Pune,T20260313-PUN
2026-03-13,Denim Jacket,Outerwear,2,1799,3598,Pune,T20260313-PUN
2026-03-13,Anarkali Kurta Set,Ethnic & Occasion,2,1999,3998,Pune,T20260313-PUN
2026-03-13,Cotton Handloom Saree,Ethnic & Occasion,5,1599,7995,Pune,T20260313-PUN
2026-03-13,Nehru Jacket,Ethnic & Occasion,2,1499,2998,Pune,T20260313-PUN
2026-03-13,Oversized Cotton Tee,Men · Topwear,4,349,1396,Kolkata,T20260313-KOL
2026-03-13,Linen Blend Casual Shirt,Men · Topwear,9,999,8991,Kolkata,T20260313-KOL
2026-03-13,Pique Polo T-Shirt,Men · Topwear,2,599,1198,Kolkata,T20260313-KOL
2026-03-13,Slim Fit Chinos,Men · Bottomwear,3,1199,3597,Kolkata,T20260313-KOL
2026-03-13,Straight Fit Denim Jeans,Men · Bottomwear,3,1499,4497,Kolkata,T20260313-KOL
2026-03-13,Cargo Joggers,Men · Bottomwear,5,899,4495,Kolkata,T20260313-KOL
2026-03-13,Rayon Crop Top,Women · Topwear,4,399,1596,Kolkata,T20260313-KOL
